"BEGIN_YEARMONTH","BEGIN_DAY","END_YEARMONTH","END_DAY","EVENT_ID","STATE","YEAR","MONTH_NAME","INJURIES_DIRECT","INJURIES_INDIRECT","DEATHS_DIRECT","DEATHS_INDIRECT","DAMAGE_PROPERTY","DAMAGE_CROPS","TOR_F_SCALE","TOR_LENGTH","TOR_WIDTH","BEGIN_RANGE","BEGIN_AZIMUTH","BEGIN_LOCATION","END_RANGE","END_AZIMUTH","END_LOCATION","BEGIN_LAT","BEGIN_LON","END_LAT","END_LON"
201803,17,201803,17,737624,"NORTH CAROLINA",2018,"March",0,0,0,0,NA,NA,"EF0",1.51,120,1,"ESE","FIRES CREEK",2,"NNW","HAYESVILLE",35.0759,-83.8679,35.0699,-83.8423
201805,14,201805,14,756355,"KANSAS",2018,"May",0,0,0,0,0,0,"EF0",1.64,50,5,"WSW","BURDEN",3,"WSW","BURDEN",37.2894,-96.8274,37.3049,-96.8049
201805,14,201805,14,756354,"KANSAS",2018,"May",0,0,0,0,0,0,"EF1",2.31,50,5,"ENE","WINFIELD",7,"ENE","WINFIELD",37.2765,-96.9021,37.3036,-96.8776
201805,14,201805,14,756350,"KANSAS",2018,"May",0,0,0,0,0,0,"EF2",0.8,75,3,"ENE","MAPLE CITY",3,"ENE","MAPLE CITY",37.0601,-96.7227,37.0711,-96.7274
201805,14,201805,14,756352,"KANSAS",2018,"May",0,0,0,0,0,0,"EF1",4.23,75,4,"ENE","MAPLE CITY",6,"SE","DEXTER",37.0694,-96.7103,37.1141,-96.6578
201802,7,201802,7,742747,"ALABAMA",2018,"February",0,0,0,0,0,0,"EF0",0.78,100,1,"SW","NICHOLSVILLE",1,"SSE","NICHOLSVILLE",32.0121,-87.9099,32.0095,-87.897
201803,27,201803,27,739938,"TEXAS",2018,"March",0,0,0,0,0,0,"EF0",0.11,20,1,"NNE","NEEDMORE",1,"NNE","NEEDMORE",33.3387,-102.3238,33.3385,-102.322
201803,29,201803,29,745049,"TEXAS",2018,"March",0,0,0,0,1000,0,"EF0",0.02,20,2,"WNW","MANVEL COYLE ARPT",2,"WNW","MANVEL COYLE ARPT",29.406,-95.4343,29.406,-95.434
201805,14,201805,14,756315,"KANSAS",2018,"May",0,0,0,0,0,0,"EF0",0.27,50,4,"SW","WINFIELD ARPT",4,"SW","WINFIELD ARPT",37.1309,-97.0716,37.1281,-97.0683
201805,14,201805,14,756345,"KANSAS",2018,"May",0,0,0,0,0,0,"EF0",0.45,50,2,"NW","CEDAR VALE",2,"NW","CEDAR VALE",37.1165,-96.5284,37.1206,-96.5219
201805,14,201805,14,756353,"KANSAS",2018,"May",0,0,0,0,0,0,"EF0",0.26,50,4,"NE","WINFIELD",4,"NE","WINFIELD",37.2859,-96.9179,37.2886,-96.9147
201803,19,201803,19,746671,"ALABAMA",2018,"March",0,0,0,0,0,0,"EF0",0.82,138,2,"W","WEAVER",1,"NNW","WEAVER MCMINN ARPT",33.7502,-85.8464,33.7418,-85.8364
201803,19,201803,19,737792,"ALABAMA",2018,"March",0,0,0,0,0,0,"EF0",3.61,550,2,"NNW","NORTH VINEMONT",1,"N","PROVIDENCE",34.3089,-86.8727,34.2785,-86.8213
201805,14,201805,14,756324,"KANSAS",2018,"May",0,0,0,0,0,0,"EF0",2.11,50,2,"ESE","MAPLE CITY",2,"NE","MAPLE CITY",37.0407,-96.7519,37.0712,-96.7541
201803,19,201803,19,746988,"ALABAMA",2018,"March",0,0,0,0,0,0,"EF2",8.14,2000,2,"NNW","GREENSPORT",3,"NNW","HENRY LAKE",33.8552,-86.2398,33.8639,-86.0984
201803,5,201803,5,737995,"MISSISSIPPI",2018,"March",0,0,0,0,20000,0,"EF0",2,50,3,"ESE","VILLANOVA",3,"S","OAK RIDGE",32.4208,-90.7325,32.4323,-90.7011
201804,13,201804,13,740614,"ARKANSAS",2018,"April",0,0,0,0,0,3000,"EF0",0.16,100,2,"SW","OPPELO",2,"SW","OPPELO",35.0808,-92.8024,35.0807,-92.7995
201804,13,201804,13,740617,"ARKANSAS",2018,"April",0,0,0,0,2000,3000,"EF0",0.09,80,3,"SE","EL PASO",3,"SE","EL PASO",35.0921,-92.034,35.0921,-92.0324
201804,13,201804,13,740620,"ARKANSAS",2018,"April",0,0,0,0,NA,NA,"EF0",0.65,100,3,"WNW","ODEN",3,"WNW","ODEN",34.6296,-93.8257,34.6357,-93.817
201803,27,201803,27,745125,"ARKANSAS",2018,"March",0,0,0,0,20000,0,"EF0",2,350,1,"E","ENTERPRISE",1,"W","CRESENT",35.2704,-94.4168,35.2806,-94.384
201803,11,201803,11,743209,"MISSISSIPPI",2018,"March",0,0,0,0,65000,0,"EF1",1.48,200,2,"N","BENTONIA",1,"NE","BENTONIA",32.6555,-90.3754,32.6426,-90.3551
201803,11,201803,11,743210,"MISSISSIPPI",2018,"March",0,0,0,0,35000,0,"EF0",6.11,150,1,"N","FLORA LANE ARPT",2,"SW","RICHTON",32.5996,-90.2667,32.5575,-90.1745
201804,13,201804,13,740610,"ARKANSAS",2018,"April",0,0,0,0,0,20000,"EF1",4.96,250,3,"NNW","OZONE",3,"WNW","ROSETTA",35.6662,-93.4634,35.7127,-93.396
201804,13,201804,13,740611,"ARKANSAS",2018,"April",0,0,0,0,10000,5000,"EF1",0.5,150,3,"SW","GAMALIEL",2,"SSW","GAMALIEL",36.4193,-92.2605,36.4208,-92.2517
201803,28,201803,28,743477,"LOUISIANA",2018,"March",0,0,0,0,90000,0,"EF1",3.86,400,4,"NNE","BASKIN",8,"NE","BASKIN",32.3175,-91.7176,32.3599,-91.6745
201803,28,201803,28,743501,"MISSISSIPPI",2018,"March",0,0,0,0,10000,0,"EF0",1.64,50,2,"W","LANGFORD",1,"W","LANGFORD",32.3467,-90.01,32.349,-89.982
201803,28,201803,28,743413,"LOUISIANA",2018,"March",0,0,0,0,1e+05,0,"EF1",1.74,400,9,"SSW","BUCKNER",7,"S","BUCKNER",32.1825,-91.9778,32.1971,-91.9535
201803,28,201803,28,743498,"MISSISSIPPI",2018,"March",0,0,0,0,45000,0,"EF1",8.51,800,2,"NNW","FRENCH CAMP",3,"W","CHESTER",33.3222,-89.4124,33.3775,-89.2806
201804,14,201804,14,745825,"MISSISSIPPI",2018,"April",2,0,0,0,5e+05,0,"EF2",8.49,780,1,"SW","MERIDIAN",2,"ENE","MARION",32.3558,-88.7321,32.435,-88.6209
201804,3,201804,3,742341,"KENTUCKY",2018,"April",0,0,0,0,20000,0,"EF1",0.32,100,3,"NE","OAKTON",4,"NE","OAKTON",36.7086,-89.0355,36.7097,-89.0299
201804,3,201804,3,742345,"KENTUCKY",2018,"April",0,0,0,0,30000,0,"EF1",0.32,75,1,"N","NEW CYPRESS",1,"NNE","NEW CYPRESS",36.7416,-88.9192,36.7445,-88.9147
201804,3,201804,3,742336,"KENTUCKY",2018,"April",0,0,0,0,20000,0,"EF1",0.82,75,2,"NW","PRYORSBURG",2,"NNW","PRYORSBURG",36.6945,-88.7265,36.7001,-88.7134
201804,6,201804,6,744897,"LOUISIANA",2018,"April",0,0,0,0,15000,0,"EF0",7.85,50,3,"WNW","BUCKNER",2,"SE","ALTO",32.3146,-91.98,32.3523,-91.8531
201804,6,201804,6,744898,"MISSISSIPPI",2018,"April",0,0,0,0,15000,0,"EF0",2.65,25,4,"ENE","LANGFORD",4,"N","GULDE",32.3694,-89.8975,32.359,-89.8538
201804,6,201804,6,744899,"MISSISSIPPI",2018,"April",0,0,0,0,15000,0,"EF1",2.82,75,1,"W","LE TOURNEAU",1,"SE","VICKSBURG ARPT",32.2203,-90.9637,32.2216,-90.9155
201804,6,201804,6,744900,"MISSISSIPPI",2018,"April",0,0,0,0,25000,0,"EF1",1.17,360,3,"E","TILLMAN",3,"WNW","PEYTON",31.8491,-90.8805,31.8423,-90.8623
201804,3,201804,3,754075,"INDIANA",2018,"April",0,0,0,0,25000,0,"EF0",0.64,40,2,"ESE","LAFAYETTE ARETZ ARPT",2,"SW","BUCK CREEK",40.46,-86.7893,40.4647,-86.7789
201804,6,201804,6,742930,"LOUISIANA",2018,"April",0,0,0,0,6000,0,"EF1",0.72,50,1,"NW","MELROSE",1,"NNE","MELROSE",31.6073,-92.9872,31.61,-92.9753
201804,14,201804,14,744147,"LOUISIANA",2018,"April",0,0,0,0,1400000,0,"EF1",6.45,470,3,"S","GRAMBLING",1,"ESE","RUSTON",32.4827,-92.7249,32.5157,-92.6214
201804,13,201804,13,743575,"LOUISIANA",2018,"April",0,0,0,0,5000,0,"EF0",6.66,100,2,"NNW","BETHANY",2,"SSW","FLOURNEY",32.403,-94.0429,32.4315,-93.9339
201804,13,201804,13,741140,"MISSOURI",2018,"April",0,0,0,0,3e+05,0,"EF2",9,100,1,"SE","MACOMB",3,"SE","OWENS",37.0944,-92.4922,37.1903,-92.3834
201804,13,201804,13,741142,"MISSOURI",2018,"April",0,0,0,0,20000,0,"EF1",1.44,50,2,"NE","UPTON",3,"SSE","ROUBIDOUX",37.3844,-92.1495,37.3872,-92.1234
201804,13,201804,13,747576,"ARKANSAS",2018,"April",0,0,0,0,15000,0,"EF1",1.8,400,3,"WNW","URSULA",3,"SSE","BEVERLY",35.33,-94.1006,35.3479,-94.0788
201804,6,201804,6,744901,"MISSISSIPPI",2018,"April",0,0,0,0,2e+05,0,"EF1",5.82,880,1,"NNW","PEYTON",6,"E","PEYTON",31.8392,-90.8241,31.846,-90.7252
201804,6,201804,6,744904,"MISSISSIPPI",2018,"April",0,0,0,0,20000,0,"EF1",2.37,700,2,"WNW","BARLOW",1,"SE","BARLOW",31.8262,-90.7006,31.8129,-90.6633
201804,6,201804,6,744905,"MISSISSIPPI",2018,"April",0,0,0,0,25000,0,"EF1",4.66,350,1,"NE","HEBRON",2,"SE","GWINVILLE",31.7399,-89.9365,31.7281,-89.8585
201804,13,201804,13,744318,"TEXAS",2018,"April",0,0,0,0,5000,0,"EF1",1.59,580,8,"W","HARLETON",7,"W","HARLETON",32.6538,-94.7021,32.6701,-94.6829
201804,13,201804,13,744317,"TEXAS",2018,"April",0,0,0,0,6000,0,"EF1",2.76,580,4,"N","JUDSON",6,"NNE","JUDSON",32.6345,-94.7436,32.6538,-94.7021
201804,13,201804,13,741143,"MISSOURI",2018,"April",0,0,0,0,25000,0,"EF1",5.54,50,3,"E","DENT",0,"S","KIMBLE",37.5234,-91.9248,37.5767,-91.8494
201804,13,201804,13,741141,"MISSOURI",2018,"April",0,0,0,0,25000,0,"EF1",5,75,0,"NW","DAWSON",2,"SE","GRAFF",37.2543,-92.3271,37.3015,-92.2533
201804,6,201804,6,744906,"MISSISSIPPI",2018,"April",0,0,0,0,30000,0,"EF1",1.74,125,3,"NNW","ORA",2,"NNE","ORA",31.7066,-89.582,31.6992,-89.5537
201804,6,201804,6,744908,"MISSISSIPPI",2018,"April",0,0,0,0,50000,0,"EF1",2.69,440,5,"WSW","MT OLIVE",4,"SW","MT OLIVE",31.7218,-89.7553,31.7027,-89.7153
201804,6,201804,6,742856,"LOUISIANA",2018,"April",0,0,0,0,NA,0,"EF0",1.23,1250,0,"SSW","WEMPLE",1,"E","WEMPLE",32.0137,-93.4824,32.0172,-93.4619
201804,10,201804,10,750530,"FLORIDA",2018,"April",0,0,0,0,NA,NA,"EF0",3.47,60,0,"WSW","FT LAUDERDALE",1,"ESE","PORT EVERGLADES",26.1284,-80.1344,26.0925,-80.1079
201804,3,201804,3,743680,"MISSOURI",2018,"April",0,0,0,0,35000,0,"EF0",4.49,100,1,"NNW","DEMMITTVILLE",3,"NNW","CHARTER OAK",36.7302,-89.8065,36.7635,-89.7368
201807,29,201807,29,764421,"COLORADO",2018,"July",0,0,0,0,NA,NA,"EF2",0.1,75,1,"E","BRUSH",1,"E","BRUSH",40.25,-103.6,40.25,-103.6
201804,22,201804,22,750441,"FLORIDA",2018,"April",2,0,0,0,5e+05,0,"EF1",1.24,50,2,"S","OCEAN CITY",1,"S","OCEAN CITY",30.3963,-86.623,30.4136,-86.6174
201804,6,201804,6,751577,"TEXAS",2018,"April",0,0,0,0,0,0,"EFU",0.59,50,5,"W","OAKALLA",5,"W","OAKALLA",30.98,-98.02,30.98,-98.01
201804,14,201804,14,745826,"MISSISSIPPI",2018,"April",0,0,0,0,15000,0,"EF0",2.17,200,7,"SSW","SESSUMS",5,"SSW","SESSUMS",33.3303,-88.7621,33.353,-88.7361
201804,7,201804,7,739025,"LOUISIANA",2018,"April",0,0,0,0,0,0,"EF1",1.25,50,1,"NE","BEND",1,"NW","HESTER",30.0307,-90.7584,30.0298,-90.7376
201804,13,201804,13,744130,"LOUISIANA",2018,"April",0,0,1,0,3e+06,0,"EF1",14.65,1100,1,"WSW","BOSSIER CITY",2,"NNE","PRINCETON",32.5116,-93.7375,32.607,-93.5129
201804,3,201804,3,743681,"MISSOURI",2018,"April",0,0,0,0,90000,0,"EF1",2.55,125,3,"ENE","CANALOU",1,"WNW","MATTHEWS",36.7691,-89.6413,36.7725,-89.5954
201804,14,201804,14,750857,"MISSISSIPPI",2018,"April",0,0,0,0,2e+05,NA,"EF1",0.8,150,4,"ENE","COLLEGE HILL STATION",4,"SE","ABBEVILLE",34.4462,-89.4618,34.452,-89.4501
201804,13,201804,13,743558,"LOUISIANA",2018,"April",0,0,0,0,1000,0,"EF1",3.94,950,5,"SSW","POINT",2,"WSW","POINT",32.5839,-92.3258,32.6397,-92.3117
201804,13,201804,13,744349,"ARKANSAS",2018,"April",0,0,0,0,1e+05,0,"EF2",2.2,350,1,"SW","UMPIRE",1,"NNW","UMPIRE",34.2555,-94.067,34.287,-94.0612
201806,29,201806,29,765262,"SOUTH DAKOTA",2018,"June",0,0,0,0,NA,0,"EF1",7.07,200,10,"WNW","CHEYENNE CROSSING",4,"NW","CHEYENNE CROSSING",44.353,-104.0556,44.3409,-103.9135
201804,13,201804,13,744331,"TEXAS",2018,"April",0,0,0,0,500,0,"EF0",3.81,100,5,"ENE","ELYSIAN FLDS",5,"S","LORRAINE",32.3869,-94.1053,32.403,-94.0429
201804,14,201804,14,742966,"LOUISIANA",2018,"April",0,0,0,0,NA,0,"EF0",1.5,50,1,"SW","NESSER",1,"W","WOODLAWN",30.3893,-91.0616,30.3809,-91.0384
201804,14,201804,14,742967,"LOUISIANA",2018,"April",0,0,0,0,NA,0,"EF0",0.08,20,4,"NNW","LIVERPOOL",4,"NNW","LIVERPOOL",30.9703,-90.7013,30.97,-90.7
201804,14,201804,14,742973,"LOUISIANA",2018,"April",0,0,0,0,NA,0,"EF0",4.51,120,4,"WNW","ARCOLA",1,"NE","ACCOLA",30.7985,-90.5854,30.79,-90.51
201804,13,201804,13,743574,"LOUISIANA",2018,"April",0,0,0,0,50000,0,"EF2",4.11,340,6,"WNW","KELLY",3,"SE","COTTON PLANT",32.015,-92.2693,32.0637,-92.229
201804,23,201804,23,743345,"FLORIDA",2018,"April",0,0,0,0,50000,0,"EF0",0.96,40,2,"W","GULF CITY",1,"WSW","RUSKIN",27.7005,-82.459,27.7052,-82.4442
201806,1,201806,1,769573,"NEBRASKA",2018,"June",0,0,0,0,NA,NA,"EF0",0.1,50,7,"W","MADISON",7,"W","MADISON",41.83,-97.61,41.8302,-97.608
201804,14,201804,14,750858,"MISSISSIPPI",2018,"April",0,0,0,0,1e+05,NA,"EF0",0.5,40,3,"ENE","OXFORD",4,"ENE","OXFORD",34.3862,-89.4628,34.3871,-89.4548
201804,14,201804,14,748357,"LOUISIANA",2018,"April",0,0,0,0,50000,0,"EF0",4.42,200,2,"SW","FISKE",2,"WSW","OAK GROVE KELLY ARPT",32.8616,-91.5219,32.8443,-91.4485
201804,14,201804,14,742974,"LOUISIANA",2018,"April",0,0,0,0,NA,0,"EF0",3.6,25,0,"W","ARCOLA",1,"ENE","ROSELAND",30.7811,-90.5375,30.7762,-90.4771
201804,7,201804,7,744055,"GEORGIA",2018,"April",0,0,0,0,8000,NA,"EF0",0.73,50,3,"ENE","LOLLIE",3,"N","ROCKLEDGE",32.4958,-82.7102,32.4958,-82.6976
201804,6,201804,6,744896,"LOUISIANA",2018,"April",0,0,0,0,0,0,"EF0",1.14,25,3,"NNW","QUEBEC",3,"N","QUEBEC",32.473,-91.3297,32.4779,-91.311
201804,14,201804,14,742985,"LOUISIANA",2018,"April",0,0,0,0,NA,0,"EF0",1.64,120,4,"ESE","GREENSBURG",5,"NNE","HILLSDALE",30.7988,-90.613,30.7985,-90.5854
201804,22,201804,22,743662,"ALABAMA",2018,"April",0,0,0,0,1000,0,"EF0",1.18,100,1,"SW","FORT RUCKER",1,"WNW","FORT RUCKER",31.3306,-85.7093,31.3472,-85.7137
201804,6,201804,6,744907,"MISSISSIPPI",2018,"April",0,0,0,0,10000,0,"EF1",0.21,100,6,"NNE","MT CARMEL",6,"NNE","MT CARMEL",31.7233,-89.7583,31.7218,-89.7553
201804,22,201804,22,751643,"ALABAMA",2018,"April",0,0,0,0,0,0,"EF0",2.56,250,2,"NE","LAPINE",2,"SSW","RAMER",31.988,-86.2595,32.0205,-86.2386
201804,13,201804,13,745808,"LOUISIANA",2018,"April",0,0,0,0,25000,0,"EF0",3.19,400,2,"SSW","GIRARD",1,"W","RAYVILLE MUNI ARPT",32.4512,-91.8276,32.4822,-91.787
201804,13,201804,13,745809,"LOUISIANA",2018,"April",0,0,0,0,50000,0,"EF1",1.57,200,10,"E","MER ROUGE BACON ARPT",10,"SSE","BONITA",32.7593,-91.607,32.7812,-91.6001
201804,3,201804,3,748980,"MISSOURI",2018,"April",0,0,0,0,1500000,0,"EF1",6.7,200,3,"S","ARBYRD",2,"ESE","HORNERSVILLE MEM ARP",36.0022,-90.2311,36.021,-90.1178
201804,3,201804,3,746451,"ILLINOIS",2018,"April",0,0,0,0,0,0,"EF1",7.33,100,9,"W","EDGEWOOD",4,"WNW","MASON",38.9394,-88.8065,38.9785,-88.6797
201804,22,201804,22,743020,"LOUISIANA",2018,"April",0,0,0,0,NA,0,"EF1",0.95,30,1,"WSW","GALLIANO",0,"WSW","GALLIANO",29.465,-90.3226,29.4686,-90.3073
201804,13,201804,13,743559,"LOUISIANA",2018,"April",0,0,0,0,0,0,"EF1",0.38,200,3,"NNW","ROCKY BRANCH",3,"NNW","ROCKY BRANCH",32.7131,-92.219,32.7177,-92.2154
201804,3,201804,3,741930,"OHIO",2018,"April",0,0,0,0,1e+05,0,"EF0",1.25,50,1,"WSW","BRUNO",0,"SSE","BRUNO",39.8452,-82.4391,39.8441,-82.4157
201804,14,201804,14,742996,"MISSISSIPPI",2018,"April",0,0,0,0,NA,0,"EF0",0.61,75,1,"SE","LONG BEACH",1,"E","LONG BEACH",30.3436,-89.1427,30.3511,-89.1372
201804,14,201804,14,742997,"MISSISSIPPI",2018,"April",0,0,0,0,NA,0,"EF1",1.91,50,6,"SSE","VESTRY",7,"SSE","VESTRY",30.65,-88.76,30.64,-88.73
201804,14,201804,14,742998,"MISSISSIPPI",2018,"April",0,0,0,0,NA,0,"EF1",1.36,75,1,"SE","NORTH BILOXI ARPT",2,"E","NORTH BILOXI ARPT",30.4419,-88.8597,30.4542,-88.8418
201804,14,201804,14,745801,"ARKANSAS",2018,"April",0,0,0,0,110000,0,"EF1",2.72,600,0,"WSW","WHITE",2,"ENE","WHITE",33.017,-92.0066,33.0325,-91.9634
201804,14,201804,14,745803,"ARKANSAS",2018,"April",0,0,0,0,5e+05,0,"EF2",3.43,700,2,"S","MONTROSE",2,"E","MONTROSE",33.267,-91.5019,33.3015,-91.4591
201804,13,201804,13,743585,"LOUISIANA",2018,"April",0,0,0,0,4e+06,0,"EF1",7.89,800,1,"E","NICHOLS",1,"SSE","SHREVEPORT DOWNTOWN",32.4521,-93.8531,32.5116,-93.7375
201804,14,201804,14,749111,"LOUISIANA",2018,"April",0,0,0,0,5e+05,0,"EF0",0.3,40,0,"WNW","LA GORDA",0,"NE","LA GORDA",29.6816,-91.2742,29.6806,-91.2694
201804,14,201804,14,749102,"LOUISIANA",2018,"April",0,0,0,0,1e+05,0,"EF1",1.25,580,4,"WNW","PLAISANCE",3,"WNW","PLAISANCE",30.6423,-92.1904,30.6387,-92.1698
201804,14,201804,14,742994,"MISSISSIPPI",2018,"April",0,0,0,0,NA,0,"EF0",0.19,25,3,"NNE","CARRIERE",3,"NNE","CARRIERE",30.6207,-89.6539,30.6228,-89.6518
201804,13,201804,13,747573,"ARKANSAS",2018,"April",4,0,0,0,6e+05,0,"EF2",11.7,1000,2,"NE","RUDY",2,"NNE","KIMES",35.549,-94.2621,35.673,-94.1222
201804,22,201804,22,749701,"ALABAMA",2018,"April",3,0,0,0,1e+05,0,"EF0",1.59,100,3,"NNE","OAK",3,"S","FOLEY",30.3607,-87.6872,30.3808,-87.6741
201804,22,201804,22,749865,"ALABAMA",2018,"April",0,0,0,0,25000,0,"EF0",0.16,25,4,"ESE","GASQUE",4,"E","GASQUE",30.2376,-87.7571,30.2399,-87.7567
201804,13,201804,14,744135,"LOUISIANA",2018,"April",0,0,0,0,15000,0,"EF1",2.93,500,1,"NW","SHONGALOO",3,"NNE","SHONGALOO",32.9417,-93.3165,32.9744,-93.2844
201804,14,201804,14,744137,"LOUISIANA",2018,"April",0,0,0,0,15000,0,"EF1",6.85,1000,2,"SE","RUPLE",2,"SE","MAHAN",32.8095,-93.1295,32.8637,-93.0307
201804,14,201804,14,744139,"LOUISIANA",2018,"April",0,0,0,0,125000,0,"EF2",5.38,210,4,"ENE","BEAR CREEK",5,"N","UNION",32.4459,-92.9053,32.4519,-92.8133
201804,14,201804,14,744157,"LOUISIANA",2018,"April",0,0,0,0,0,0,"EF1",4.6,865,1,"WNW","CHOUDRANT",1,"S","SIBLEY",32.5336,-92.5386,32.5611,-92.4667
201804,14,201804,14,742999,"MISSISSIPPI",2018,"April",0,0,0,0,NA,0,"EF1",0.27,25,2,"NNW","WADE",2,"N","WADE",30.68,-88.58,30.6782,-88.5759
201804,13,201804,13,743557,"LOUISIANA",2018,"April",0,0,0,0,125000,0,"EF1",1.72,600,1,"NNE","CALHOUN",1,"S","EUREKA",32.5294,-92.3642,32.5517,-92.3512
201804,13,201804,13,744133,"LOUISIANA",2018,"April",0,0,0,0,0,0,"EF0",3.09,300,4,"SE","MOT",2,"SW","SAREPTA",32.8586,-93.5162,32.8841,-93.4724
201804,14,201804,14,745802,"ARKANSAS",2018,"April",0,0,0,0,60000,0,"EF1",4.05,300,3,"S","BOVINE",4,"SE","CROSSETT MUNI ARPT",33.1205,-91.8961,33.1358,-91.8286
201804,14,201804,14,745804,"ARKANSAS",2018,"April",0,0,0,0,1e+05,0,"EF1",5.45,500,3,"W","COSGROVE",1,"W","ASHTON",33.3015,-91.4591,33.3225,-91.3681
201804,14,201804,14,749104,"LOUISIANA",2018,"April",0,0,0,0,750000,0,"EF2",4.13,650,2,"N","CARENCRO",5,"NE","CARENCRO",30.3459,-92.048,30.3635,-91.9818
201804,7,201804,7,748693,"LOUISIANA",2018,"April",0,0,0,0,150000,0,"EF1",7.94,1000,5,"N","NEALE",2,"S","DE RIDDER ARPT",30.8495,-93.4594,30.807,-93.3351
201804,7,201804,7,748694,"LOUISIANA",2018,"April",0,0,0,0,50000,0,"EF1",1.21,600,4,"NE","CARSON",5,"ENE","CARSON",30.783,-93.2684,30.7792,-93.2485
201804,7,201804,7,748695,"LOUISIANA",2018,"April",0,0,0,0,3e+05,0,"EF1",8.92,1200,8,"SSE","IKES",3,"N","DRY CREEK",30.7674,-93.1762,30.7119,-93.0406
201804,7,201804,7,748696,"LOUISIANA",2018,"April",0,0,0,0,10000,0,"EF0",0.45,100,4,"WSW","OBERLIN",4,"WSW","OBERLIN",30.5919,-92.8357,30.5876,-92.8301
201804,15,201804,15,753752,"NORTH CAROLINA",2018,"April",0,0,0,0,150000,0,"EF1",0.74,100,3,"NNE","KNIGHTDALE WNDLL ARP",3,"SW","HOPKINS",35.8392,-78.4082,35.8499,-78.4086
201804,14,201804,14,744165,"LOUISIANA",2018,"April",0,0,0,0,0,0,"EF1",0.04,250,3,"S","DOWNSVILLE",3,"S","DOWNSVILLE",32.5754,-92.4159,32.5755,-92.4152
201804,14,201804,14,744166,"LOUISIANA",2018,"April",0,0,0,0,40000,0,"EF1",2.64,1545,4,"W","EUREKA",1,"NW","EUREKA",32.5755,-92.4152,32.5825,-92.3706
201804,14,201804,14,744167,"LOUISIANA",2018,"April",0,0,0,0,50000,0,"EF1",4.63,1100,4,"SE","DOWNSVILLE",3,"SSW","POINT",32.5825,-92.3706,32.6025,-92.2947
201804,3,201804,3,742179,"OHIO",2018,"April",0,0,0,0,85000,0,"EF1",4.3,150,1,"NNE","CORTVILLE",3,"W","SOUTH CHARLESTON",39.7948,-83.7592,39.814,-83.6853
201804,15,201804,15,744288,"SOUTH CAROLINA",2018,"April",0,0,0,0,NA,NA,"EF1",4.18,100,2,"E","FLINT HILL",2,"N","BUCKLICK",34.4152,-80.9199,34.4743,-80.9045
201804,14,201804,14,744357,"ARKANSAS",2018,"April",0,0,0,0,125000,0,"EF1",7.13,800,1,"NE","CATESVILLE",2,"S","NICK SPGS",33.1095,-92.6548,33.1667,-92.5522
201804,14,201804,14,745812,"LOUISIANA",2018,"April",0,0,0,0,120000,0,"EF1",3.18,200,3,"ENE","MER ROUGE BACON ARPT",6,"ENE","MER ROUGE BACON ARPT",32.7693,-91.7307,32.7765,-91.6766
201804,3,201804,3,742306,"ILLINOIS",2018,"April",0,0,0,0,250000,0,"EF1",9.98,125,1,"NNW","CRAINVILLE",2,"NE","SPILLERTOWN",37.7616,-89.0737,37.7893,-88.8943
201804,15,201804,15,754019,"NORTH CAROLINA",2018,"April",0,2,0,1,6.5e+07,0,"EF2",15.15,500,3,"SE","GREENSBORO",2,"NW","OSCEOLA",36.0468,-79.7597,36.2439,-79.6409
201804,14,201804,14,744358,"ARKANSAS",2018,"April",0,0,0,0,70000,0,"EF1",5.11,1200,1,"SW","KINARD",2,"NE","LAWSON",33.1878,-92.5317,33.2229,-92.4539
201804,14,201804,14,745827,"LOUISIANA",2018,"April",0,0,0,0,75000,0,"EF0",2.38,200,2,"N","GOODWILL",3,"NE","GOODWILL",32.8095,-91.5677,32.8155,-91.5274
201804,13,201804,13,745810,"LOUISIANA",2018,"April",0,0,0,0,15000,0,"EF0",0.33,100,2,"W","GOODWILL",2,"WNW","GOODWILL",32.7812,-91.6001,32.786,-91.5993
201804,3,201804,3,742314,"ILLINOIS",2018,"April",0,0,0,0,40000,0,"EF1",1.93,150,1,"N","PITTSBURG",3,"NE","PITTSBURG",37.7845,-88.85,37.7956,-88.8176
201804,3,201804,3,743572,"ILLINOIS",2018,"April",0,0,0,0,7000,0,"EF1",1.55,200,3,"ESE","CORINTH",4,"E","CORINTH",37.8071,-88.7347,37.8122,-88.707
201808,20,201808,20,778131,"ARKANSAS",2018,"August",0,0,0,0,50000,0,"EF0",0.7,50,2,"ENE","MARMADUKE",3,"E","MARMADUKE",36.1866,-90.3432,36.1876,-90.3315
201804,13,201804,13,747579,"ARKANSAS",2018,"April",0,0,0,0,20000,0,"EF1",3.8,400,4,"SW","VESTA",1,"NNW","VESTA",35.3479,-94.0788,35.3896,-94.0341
201804,22,201804,22,750933,"FLORIDA",2018,"April",0,0,0,0,50000,0,"EF0",0.13,25,3,"NE","BARRINEAU PARK",3,"NE","BARRINEAU PARK",30.7319,-87.3892,30.7338,-87.3889
201804,6,201804,6,742858,"LOUISIANA",2018,"April",0,0,0,0,225000,0,"EF2",8.9,1800,2,"WSW","MAGNOLIA",1,"ESE","SPRINGVILLE",32.0172,-93.4619,32.0126,-93.3101
201804,15,201804,15,743340,"FLORIDA",2018,"April",0,0,0,0,20000,0,"EF0",0.2,20,1,"ENE","GULFPORT",1,"ENE","GULFPORT",27.7567,-82.6931,27.7593,-82.6916
